loc_key,SC_NR_Scan_PCI_SortedBy_RSRP_0,SC_NR_Scan_PCI_SortedBy_RSRP_1,SC_NR_Scan_SSB_RSRP_SortedBy_RSRP_0,SC_NR_Scan_SSB_RSRP_SortedBy_RSRP_2,SC_NR_Scan_SSB_RSRP_SortedBy_RSRP_1,SC_NR_Scan_NR_ARFCN,SC_NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,SC_NR_Scan_SSB_SINR_SortedBy_RSRP_0,SC_NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,SC_NR_Scan_SSB_SINR_SortedBy_RSRP_2,SC_NR_Scan_PCI_SortedBy_RSRP_2,SC_NR_Scan_SSB_SINR_SortedBy_RSRP_1,SC_NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,SC_Latitude,SC_Longitude
41.10575_29.02268,83.72727272727273,76.0,-102.49545454545454,-88.596,-110.99272727272728,645576.0,-13.631818181818181,0.11454545454545455,-18.386,-6.889999999999999,11.0,-10.64090909090909,-22.131818181818183,41.10575,29.022679999999998
41.10575_29.02273,177.33333333333334,193.0,-95.15333333333335,-105.755,-106.96999999999998,642432.0,-11.956666666666665,6.506666666666667,-21.235,-10.03,20.5,-6.383333333333333,-18.036666666666665,41.10575,29.02273
41.10575_29.02567,59.0,68.0,-92.23363636363636,-104.79545454545455,-99.12090909090911,641102.7692307692,-11.910000000000002,5.506363636363636,-24.476363636363637,-13.609090909090911,76.0,-7.23,-18.798181818181817,41.10574999999999,29.025669999999998
41.10575_29.02656,149.5,120.0,-103.2475,-107.37,-109.33999999999999,642648.0,-17.2375,-2.1224999999999996,-32.17,-21.52,59.0,-5.26,-17.55666666666667,41.10575,29.02656
41.10576_29.02079,97.33333333333333,40.0,-70.75333333333333,-200.0,-89.48,641568.0,-11.593333333333334,24.320000000000004,-30.0,-200.0,0.0,-36.54,-30.0,41.10576,29.02079
41.10576_29.02163,122.11111111111111,0.0,-79.0411111111111,-200.0,-200.0,641856.0,-14.354444444444445,16.923333333333336,-30.0,-200.0,0.0,-200.0,-30.0,41.10576,29.02163
41.10576_29.02165,150.42857142857142,0.0,-86.42857142857143,-200.0,-200.0,642324.0,-13.128571428571428,14.835714285714285,-30.0,-200.0,0.0,-200.0,-30.0,41.10576,29.02165
41.10576_29.02166,146.88888888888889,40.0,-83.15666666666667,-200.0,-96.07,642144.0,-14.967777777777778,12.695555555555554,-30.0,-200.0,0.0,-200.0,-30.0,41.10576,29.021660000000004
41.10576_29.02167,134.5,40.0,-81.945,-200.0,-97.28,642000.0,-11.9725,18.00875,-30.0,-200.0,0.0,-200.0,-30.0,41.10576,29.02167
41.10576_29.02168,97.33333333333333,40.0,-76.96666666666665,-200.0,-97.2,641568.0,-11.978333333333333,21.77,-30.0,-200.0,0.0,-37.39,-30.0,41.10576,29.02168
41.10576_29.02169,127.94117647058823,40.0,-84.28176470588235,-102.11,-95.62714285714286,642000.0,-12.462941176470588,16.931176470588234,-30.0,-37.97,3.0,-33.72571428571428,-30.0,41.10576,29.021689999999996
41.10576_29.0217,162.375,0.0,-90.58500000000001,-200.0,-200.0,642324.0,-12.86375,12.598749999999999,-30.0,-200.0,0.0,-200.0,-30.0,41.10576,29.0217
41.10576_29.02268,60.125,51.166666666666664,-95.07249999999999,-88.528,-91.415,644096.0,-13.56875,0.26874999999999993,-20.842000000000002,-9.565999999999999,7.0,-5.1933333333333325,-17.313333333333336,41.10576,29.022679999999998
41.10576_29.02567,59.0,68.0,-92.67142857142858,-106.17,-100.4042857142857,641028.0,-11.545714285714284,6.482857142857143,-25.04428571428571,-14.248571428571427,76.0,-7.950000000000001,-19.277142857142856,41.10576,29.02567
41.10576_29.02568,65.54545454545455,61.45454545454545,-88.34727272727272,-101.84272727272727,-92.74909090909091,641102.7692307692,-12.193636363636363,3.9690909090909092,-25.69181818181818,-14.926363636363636,76.0,-4.525454545454545,-16.596363636363638,41.10576,29.02568
41.10576_29.0265,68.0,76.0,-86.46,-107.62666666666665,-97.08666666666669,641074.2857142857,-11.081666666666665,9.666666666666666,-31.995,-21.338333333333335,49.833333333333336,-10.718333333333334,-21.711666666666662,41.10576,29.0265
41.10577_29.01534,246.0,0.0,-116.35,-200.0,-200.0,644662.6666666666,-23.15,-12.13,-30.0,-200.0,0.0,-200.0,-30.0,41.10577,29.01534
41.10577_29.02083,134.5,40.0,-79.28166666666667,-200.0,-95.73,642000.0,-13.158333333333333,16.400000000000002,-30.0,-200.0,0.0,-38.0,-30.0,41.10577,29.02083
41.10577_29.02267,87.625,85.57142857142857,-104.47,-89.25666666666667,-110.56142857142858,646165.3333333334,-13.7175,-0.025000000000000022,-20.906666666666666,-9.783333333333333,3.0,-9.885714285714286,-21.437142857142856,41.10577,29.022669999999998
41.10577_29.02567,62.6,64.4,-93.928,-105.518,-97.11800000000001,640704.0,-12.55,2.5159999999999996,-24.146,-13.3,76.0,-3.492,-15.738,41.10577,29.02567
41.10577_29.0265,68.0,76.0,-84.77,-110.15500000000002,-96.14999999999999,641074.2857142857,-10.975000000000001,10.731666666666664,-35.622,-25.766666666666666,57.166666666666664,-11.415,-22.35833333333333,41.10577,29.0265
41.10577_29.02781,63.333333333333336,68.0,-80.33,-100.725,-80.46000000000001,641568.0,-12.170000000000002,9.623333333333333,-30.0,-34.14,48.0,-15.77,-26.5,41.10577,29.02781
41.10578_29.02087,97.33333333333333,40.0,-70.33666666666666,-200.0,-91.99,641568.0,-13.043333333333331,20.7,-30.0,-200.0,0.0,-38.625,-30.0,41.10578,29.02087
41.10578_29.02267,51.57142857142857,54.0,-89.38428571428572,-90.91400000000002,-94.89666666666666,643356.0,-12.012857142857143,5.041428571428571,-23.869999999999997,-13.022,3.0,-10.771666666666668,-21.846666666666664,41.10578,29.02267
41.10578_29.02272,40.0,13.0,-81.925,-90.17500000000001,-87.57,640704.0,-12.315,3.2300000000000004,-20.565,-9.440000000000001,13.0,-6.460000000000001,-17.965,41.10578,29.02272
41.10578_29.0265,68.0,76.0,-86.378,-109.522,-94.966,641136.0,-11.27,8.126,-34.588,-23.956,59.0,-8.644,-19.858,41.10578,29.0265
41.10578_29.02656,53.0,161.0,-98.92500000000001,-109.9,-106.21,642000.0,-12.35,5.96,-34.47,-23.85,59.0,-7.345000000000001,-19.285,41.10578,29.02656
41.10579_29.01534,246.0,0.0,-116.785,-200.0,-200.0,642185.1428571428,-23.575000000000003,-12.565000000000001,-30.0,-200.0,0.0,-200.0,-30.0,41.10579,29.01534
41.10579_29.02092,134.5,40.0,-80.9175,-200.0,-91.995,642000.0,-13.1575,15.705,-30.0,-200.0,0.0,-36.07,-30.0,41.10579,29.02092
41.10579_29.02266,81.0,65.16666666666667,-103.63200000000002,-88.685,-100.12166666666667,646291.2,-13.574000000000002,0.233,-20.3425,-9.1175,12.25,-7.588333333333334,-19.495,41.10579,29.022659999999995
41.10579_29.02649,68.0,76.0,-85.585,-108.11833333333333,-94.69666666666666,640704.0,-11.269999999999998,8.63,-33.82333333333333,-23.183333333333334,59.0,-9.173333333333334,-20.381666666666668,41.10579,29.02649
41.1057_29.02162,122.11111111111111,106.125,-88.53555555555556,-101.92999999999999,-108.23625,641856.0,-12.21,13.827777777777778,-39.15,-33.57,34.6,-21.776249999999997,-31.202857142857145,41.1057,29.02162
41.1057_29.02192,162.375,15.333333333333334,-97.955,-95.64,-93.04333333333334,642324.0,-11.29125,8.61,-26.966666666666665,-16.213333333333335,27.666666666666668,-13.453333333333333,-24.37,41.1057,29.02192
41.1057_29.02193,97.33333333333333,3.0,-85.995,-93.4425,-91.155,641568.0,-10.956666666666669,12.261666666666668,-30.065,-19.384999999999998,40.0,-17.025000000000002,-27.7375,41.1057,29.02193
41.1057_29.02194,162.375,3.0,-95.9575,-93.08333333333333,-87.55666666666667,642324.0,-11.25,9.262500000000001,-29.593333333333334,-18.9,40.0,-13.216666666666667,-24.070000000000004,41.1057,29.02194
41.1057_29.02198,134.5,15.333333333333334,-91.14166666666667,-91.19999999999999,-89.26333333333334,642000.0,-10.976666666666665,10.905,-26.436666666666667,-15.700000000000001,27.666666666666668,-13.766666666666666,-24.59,41.1057,29.02198
41.1057_29.02199,150.42857142857142,3.0,-93.42285714285715,-94.43333333333334,-89.88,642185.1428571428,-10.925714285714287,11.6,-29.87,-19.19333333333333,40.0,-14.549999999999999,-25.316666666666663,41.1057,29.02199
41.1057_29.02201,122.11111111111111,3.0,-90.79555555555557,-92.116,-85.05200000000002,641856.0,-11.304444444444446,8.102222222222222,-26.454,-15.708000000000002,40.0,-8.12,-19.390000000000004,41.1057,29.022010000000005
41.1057_29.02202,118.57142857142857,12.25,-88.76714285714286,-94.30749999999999,-90.2675,641814.8571428572,-11.071428571428571,11.822857142857142,-31.3375,-20.67,30.75,-16.55,-27.31,41.1057,29.02202
41.1057_29.02219,136.2,36.833333333333336,-96.60300000000001,-94.678,-91.73,642000.0,-12.239,3.599,-25.601999999999997,-14.838,3.0,-5.506666666666667,-17.441666666666666,41.1057,29.022190000000002
41.1057_29.0222,150.42857142857142,40.0,-97.41857142857144,-95.06666666666666,-85.72333333333334,642185.1428571428,-11.857142857142858,5.762857142857144,-28.043333333333333,-17.333333333333332,3.0,-7.07,-18.84,41.1057,29.0222
41.1057_29.02269,80.14285714285714,61.0,-103.57000000000001,-87.71333333333332,-95.73,645684.0,-13.895714285714286,-0.09999999999999998,-20.933333333333334,-9.806666666666667,3.0,-7.1674999999999995,-18.7775,41.1057,29.02269
41.1057_29.02568,60.5,66.5,-96.43666666666667,-108.52333333333331,-99.20166666666667,641074.2857142857,-12.818333333333333,1.8616666666666664,-24.911666666666665,-14.103333333333333,76.0,-3.1966666666666668,-15.591666666666667,41.1057,29.02568
41.1057_29.02651,68.0,76.0,-81.69,-111.53833333333334,-97.71499999999999,640704.0,-10.743333333333334,15.270000000000001,-38.92,-30.175,19.833333333333332,-16.040000000000003,-26.773333333333337,41.1057,29.02651
41.10581_29.01534,0.0,0.0,-200.0,-200.0,-200.0,641568.0,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10581,29.01534
41.10581_29.02101,97.33333333333333,40.0,-73.35666666666667,-200.0,-93.08999999999999,641568.0,-12.459999999999999,20.849999999999998,-30.0,-200.0,0.0,-35.36666666666667,-30.0,41.10581,29.02101
41.10581_29.02266,75.125,53.4,-99.69375000000001,-90.52499999999999,-96.10400000000001,645130.6666666666,-12.853750000000002,1.9325,-20.0775,-8.9025,3.0,-7.124,-19.002000000000002,41.10581,29.02266
41.10581_29.02649,68.0,76.0,-83.86428571428571,-105.9557142857143,-94.11285714285714,641028.0,-11.171428571428573,9.367142857142857,-33.22428571428572,-22.57857142857143,48.0,-10.325714285714284,-21.421428571428574,41.10581,29.02649
41.10582_29.02106,171.66666666666666,40.0,-80.0,-93.79,-92.63,642432.0,-19.57,2.0433333333333334,-30.0,-30.99,13.0,-31.68,-30.0,41.10582,29.021059999999995
41.10582_29.02266,75.125,53.4,-100.77125000000001,-92.8,-95.39000000000001,645360.0,-13.13625,1.2975000000000003,-22.889999999999997,-11.982500000000002,3.0,-6.453999999999999,-18.39,41.10582,29.02266
41.10582_29.02272,163.6,172.0,-95.982,-108.38,-106.458,642259.2,-12.078,5.074,-23.0625,-12.065,25.5,-8.016,-19.568,41.10582,29.02272
41.10583_29.01534,246.0,0.0,-114.47,-200.0,-200.0,642000.0,-21.3,-10.14,-30.0,-200.0,0.0,-200.0,-30.0,41.10583,29.01534
41.10583_29.0211,97.33333333333333,40.0,-74.34666666666666,-102.95,-93.625,641568.0,-11.153333333333334,21.03333333333333,-30.0,-36.32,13.0,-32.01,-30.0,41.10583,29.0211
41.10583_29.02266,82.33333333333333,82.88888888888889,-101.38333333333334,-90.8575,-111.57666666666665,645619.2,-12.97777777777778,1.5666666666666667,-21.752499999999998,-10.72,3.0,-11.55888888888889,-23.033333333333335,41.10583,29.022659999999995
41.10583_29.02648,68.0,76.0,-84.75666666666667,-103.35833333333333,-93.80333333333334,641074.2857142857,-11.269999999999998,8.073333333333332,-29.85166666666667,-19.175,48.0,-9.173333333333334,-20.319999999999997,41.105830000000005,29.02648
41.10583_29.02655,48.0,189.33333333333334,-101.62333333333333,-106.55,-108.46999999999998,642432.0,-12.12,4.253333333333334,-31.87,-21.21,48.0,-4.256666666666667,-16.529999999999998,41.10583,29.02655
41.10584_29.01535,0.0,0.0,-200.0,-200.0,-200.0,644116.0,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10584,29.01535
41.10584_29.02114,134.5,40.0,-83.24000000000001,-99.79,-91.73,642000.0,-12.114999999999998,15.125,-30.0,-38.15,13.0,-30.79,-30.0,41.10584,29.02114
41.10584_29.02648,68.0,76.0,-85.92000000000002,-102.885,-94.285,641222.4,-11.370000000000001,7.254999999999999,-28.3225,-17.6175,48.0,-8.5375,-19.74,41.10584,29.02648
41.10584_29.02781,76.0,68.0,-67.06666666666666,-99.34333333333332,-83.60333333333334,640704.0,-10.716666666666669,16.403333333333332,-30.0,-31.086666666666662,51.666666666666664,-16.58666666666667,-27.320000000000004,41.10584,29.02781
41.10585_29.01535,246.0,0.0,-117.5,-200.0,-200.0,641568.0,-23.97,-12.97,-30.0,-200.0,0.0,-200.0,-30.0,41.10585,29.01535
41.10585_29.02118,156.8,40.0,-87.364,-96.59,-92.965,642259.2,-11.858,13.185999999999998,-30.0,-34.07,13.0,-30.03,-30.0,41.10585,29.021180000000005
41.10585_29.02266,73.11111111111111,71.66666666666667,-96.08222222222223,-90.382,-103.02111111111111,644688.0,-12.722222222222223,2.3144444444444443,-22.79,-11.838000000000001,3.0,-7.923333333333334,-19.671111111111106,41.10585,29.022659999999995
41.10585_29.02272,174.5,195.83333333333334,-95.51333333333334,-109.70499999999998,-108.27999999999999,642432.0,-12.653333333333334,4.875,-25.2175,-14.282499999999999,20.5,-9.536666666666667,-21.01,41.10585,29.022720000000003
41.10585_29.02648,68.0,76.0,-86.37833333333334,-103.13499999999999,-94.835,641074.2857142857,-11.406666666666666,7.0200000000000005,-28.15833333333333,-17.453333333333337,49.833333333333336,-8.655,-19.866666666666667,41.10585,29.02648
41.10586_29.02122,67.6,40.0,-69.366,-98.83,-95.82,641222.4,-11.116,25.706,-30.0,-34.31,13.0,-34.88,-30.0,41.10586,29.02122
41.10586_29.02266,85.0,83.14285714285714,-101.55,-91.31666666666668,-111.0,645684.0,-12.637142857142859,2.605714285714286,-23.156666666666666,-12.270000000000001,3.0,-10.991428571428571,-22.111428571428576,41.10586,29.02266
41.10586_29.02647,68.0,76.0,-86.44714285714285,-100.50571428571428,-95.60000000000001,641028.0,-11.425714285714287,7.134285714285714,-25.47714285714286,-14.695714285714285,48.0,-9.45142857142857,-20.582857142857144,41.10586,29.02647
41.10586_29.02654,97.6,102.4,-96.334,-103.65666666666668,-102.508,641740.8,-11.91,5.002,-28.00666666666667,-17.23,55.333333333333336,-5.297999999999999,-17.262,41.10586,29.02654
41.10587_29.02125,171.66666666666666,40.0,-91.14666666666666,-99.13,-94.05,642432.0,-11.93,10.506666666666666,-30.0,-33.11,13.0,-28.16,-38.78,41.10587,29.02125
41.10587_29.02266,56.333333333333336,68.0,-94.34166666666665,-90.73750000000001,-99.45,643734.8571428572,-13.596666666666666,0.18166666666666667,-21.8925,-10.905,3.0,-6.466666666666668,-18.68166666666667,41.10587,29.02266
41.10587_29.02647,68.0,76.0,-86.65400000000001,-102.612,-94.726,641136.0,-11.646,6.709999999999999,-27.688,-16.952,52.4,-8.322,-19.716,41.10587,29.02647
41.10587_29.0278,76.0,68.0,-67.37333333333333,-97.81666666666666,-83.73666666666666,640704.0,-10.726666666666667,15.983333333333334,-36.86,-29.683333333333337,59.0,-15.916666666666666,-26.650000000000002,41.10587,29.0278
41.10588_29.01536,186.66666666666666,0.0,-116.57000000000001,-200.0,-200.0,643160.5,-23.94666666666667,-12.943333333333333,-30.0,-200.0,0.0,-200.0,-30.0,41.10588,29.01536
41.10588_29.02266,85.27272727272727,78.0909090909091,-102.02,-92.728,-110.41272727272727,645576.0,-13.096363636363636,1.4754545454545456,-23.522,-12.654,3.0,-10.099090909090911,-21.37454545454546,41.10588,29.02266
41.10588_29.02271,108.66666666666667,108.0,-85.87,-89.88499999999999,-98.14,641568.0,-11.413333333333334,7.36,-23.71,-12.864999999999998,3.0,-10.06,-21.183333333333334,41.10588,29.02271
41.10589_29.02128,112.2,40.0,-81.77199999999999,-101.04,-91.77,641740.8,-11.373999999999999,16.298000000000002,-30.0,-34.19,13.0,-24.743333333333336,-32.54,41.10589,29.02128
41.10589_29.02266,75.57142857142857,63.42857142857143,-95.94000000000001,-90.945,-106.39571428571428,644694.8571428572,-12.317142857142857,3.9942857142857138,-23.3925,-12.53,8.0,-11.572857142857144,-22.588571428571424,41.10589,29.02266
41.10589_29.02647,68.0,76.0,-84.81499999999998,-104.94666666666667,-94.63999999999999,641074.2857142857,-11.155000000000001,8.871666666666668,-31.278333333333332,-20.621666666666666,49.833333333333336,-9.926666666666666,-20.98,41.10589,29.02647
41.10589_29.02653,53.0,161.0,-99.06,-103.38,-104.345,642000.0,-12.309999999999999,3.3499999999999996,-27.29,-16.57,48.0,-8.51,-19.869999999999997,41.10589,29.02653
41.1058_29.02097,190.25,40.0,-92.4025,-200.0,-96.71,642648.0,-14.2075,5.9925000000000015,-30.0,-200.0,0.0,-37.31,-30.0,41.1058,29.02097
41.1058_29.02266,63.0,61.0,-94.712,-89.98666666666668,-95.85,644240.0,-12.734,2.102,-21.94666666666667,-10.973333333333334,3.0,-7.0325,-19.0,41.1058,29.02266
41.1058_29.02649,68.0,76.0,-85.874,-107.21,-95.98,641136.0,-11.129999999999999,9.252,-32.618,-21.972,56.8,-10.196000000000002,-21.238,41.1058,29.02649
41.1058_29.02656,60.5,118.5,-92.2375,-107.54333333333334,-100.19,641352.0,-11.5,6.8774999999999995,-32.199999999999996,-21.546666666666667,59.0,-7.1025,-18.6775,41.1058,29.02656
41.1058_29.02781,76.0,68.0,-71.65333333333334,-98.485,-81.67333333333333,640704.0,-11.073333333333332,9.736666666666666,-39.05,-28.43,53.5,-10.043333333333335,-21.096666666666668,41.1058,29.02781
41.10591_29.01537,189.33333333333334,0.0,-118.29,-200.0,-200.0,642432.0,-25.790000000000003,-14.82,-30.0,-200.0,0.0,-200.0,-30.0,41.10591,29.01537
41.10591_29.0227,194.5,214.25,-96.335,-112.31333333333333,-113.9275,642648.0,-17.447499999999998,-2.2524999999999995,-23.566666666666666,-12.596666666666666,26.333333333333332,-11.8625,-22.909999999999997,41.10591,29.0227
41.10591_29.02646,68.0,76.0,-86.57714285714285,-105.29857142857142,-95.15,640704.0,-11.332857142857142,7.641428571428571,-30.099999999999998,-19.427142857142858,55.857142857142854,-8.712857142857143,-19.90285714285714,41.10591,29.026460000000004
41.10591_29.02652,133.2,94.8,-102.27,-101.7,-107.726,642259.2,-16.482,-2.036,-25.08,-14.3,59.0,-4.616,-16.64,41.10591,29.026519999999998
41.10592_29.01538,246.0,0.0,-116.56,-200.0,-200.0,641740.8,-23.48,-12.41,-30.0,-200.0,0.0,-200.0,-30.0,41.10592,29.01538
41.10592_29.02135,134.5,40.0,-86.65749999999998,-200.0,-87.39500000000001,642000.0,-11.962499999999999,9.93,-30.0,-200.0,0.0,-19.19,-29.854999999999997,41.10592,29.02135
41.10592_29.02266,84.26666666666667,53.3,-101.87333333333335,-92.08000000000001,-101.09400000000001,645522.0,-13.306666666666668,1.9746666666666672,-23.720000000000002,-12.874285714285715,3.0,-10.373000000000001,-21.499000000000002,41.10592,29.02266
41.10593_29.02138,134.5,40.0,-84.7225,-200.0,-89.63499999999999,642000.0,-11.8425,13.9075,-30.0,-200.0,0.0,-25.915,-36.540000000000006,41.10593,29.02138
41.10593_29.02646,68.0,76.0,-88.42499999999998,-99.15,-95.9675,641222.4,-11.795000000000002,5.1049999999999995,-22.475,-11.530000000000001,48.0,-8.0925,-19.345,41.10593,29.026459999999997
41.10593_29.02779,76.0,68.0,-71.25750000000001,-98.5525,-89.1675,640704.0,-10.709999999999999,16.52,-37.446666666666665,-27.825000000000003,50.75,-18.0725,-28.762500000000003,41.10593,29.02779
41.10594_29.01539,246.0,0.0,-117.11,-200.0,-200.0,644662.6666666666,-23.59,-12.51,-30.0,-200.0,0.0,-200.0,-30.0,41.10594,29.01539
41.10594_29.02141,171.66666666666666,40.0,-92.88333333333333,-200.0,-91.47,642648.0,-14.226666666666667,7.253333333333333,-30.0,-200.0,0.0,-28.76,-39.38,41.10594,29.02141
41.10594_29.02265,86.11111111111111,39.2,-101.75888888888889,-93.08500000000001,-96.672,645408.0,-13.17888888888889,2.5044444444444447,-25.270000000000003,-14.482499999999998,8.0,-10.15,-21.266,41.10594,29.02265
41.10594_29.0227,122.4,77.0,-88.21,-104.7,-100.57000000000001,641740.8,-11.434000000000001,6.962000000000001,-26.796,-16.03,65.0,-9.87,-20.979999999999997,41.10594,29.022699999999997
41.10594_29.02646,68.0,76.0,-88.08999999999999,-99.48666666666666,-94.81833333333333,641074.2857142857,-11.88,4.835,-23.258333333333336,-12.378333333333332,48.0,-7.151666666666667,-18.611666666666668,41.10594,29.026460000000004
41.10594_29.02651,60.666666666666664,130.0,-99.09666666666665,-102.405,-100.83333333333333,641568.0,-13.903333333333334,-0.4633333333333334,-24.075000000000003,-13.184999999999999,59.0,-2.44,-15.066666666666668,41.10594,29.02651
41.10595_29.02265,75.57142857142857,43.2,-98.51857142857145,-93.4725,-97.36999999999999,644694.8571428572,-13.917142857142858,1.2514285714285716,-24.052500000000002,-13.195,3.0,-9.142,-20.473999999999997,41.10595,29.02265
41.10595_29.02645,68.0,76.0,-89.19999999999999,-99.245,-93.49166666666667,641074.2857142857,-12.526666666666666,2.6199999999999997,-22.575,-11.663333333333332,48.0,-4.97,-16.81833333333333,41.10595,29.02645
41.10596_29.0154,246.0,0.0,-116.275,-200.0,-200.0,642259.2,-23.205,-12.145,-30.0,-200.0,0.0,-200.0,-30.0,41.10596,29.0154
41.10596_29.02144,67.6,40.0,-71.276,-200.0,-89.25333333333333,641222.4,-11.372,21.61,-30.0,-200.0,0.0,-27.576666666666668,-36.175,41.10596,29.021439999999995
41.10596_29.02265,81.5,43.2,-98.38749999999999,-94.10499999999999,-97.76599999999999,645130.6666666666,-12.555,4.54375,-27.1025,-16.3825,3.0,-12.478,-23.445999999999998,41.10596,29.02265
41.10596_29.02643,68.0,76.0,-87.97500000000001,-102.215,-91.9175,640704.0,-12.432500000000001,3.0125,-26.6725,-15.930000000000001,53.5,-4.2775,-16.38,41.10596,29.02643
41.10596_29.02644,68.0,76.0,-89.82333333333332,-100.93166666666666,-96.53000000000002,641074.2857142857,-12.016666666666666,4.383333333333334,-23.11833333333333,-12.235,48.0,-7.315,-18.72666666666667,41.10596,29.02644
41.10596_29.0265,157.0,57.0,-100.91,-102.36,-105.945,642000.0,-13.105,1.355,-26.99,-16.27,48.0,-6.085,-17.78,41.10596,29.0265
41.10596_29.02778,76.0,68.0,-71.305,-97.935,-85.85,640704.0,-10.780000000000001,14.23,-36.635000000000005,-26.005000000000003,48.0,-14.555,-25.340000000000003,41.10596,29.02778
41.10597_29.02264,91.875,73.5,-104.16000000000001,-94.60666666666667,-108.88833333333334,646165.3333333334,-13.783750000000001,1.6662499999999998,-27.99,-17.27,3.0,-12.496666666666664,-23.451666666666668,41.10597,29.02264
41.10597_29.02271,40.0,23.0,-77.48,-96.03,-86.02,640704.0,-11.24,8.01,-29.79,-19.13,3.0,-8.61,-19.79,41.10597,29.02271
41.10597_29.02642,68.0,76.0,-87.70166666666667,-103.69166666666666,-94.45833333333333,641074.2857142857,-11.893333333333333,5.3933333333333335,-27.87833333333333,-17.168333333333337,57.166666666666664,-7.111666666666667,-18.654999999999998,41.10597,29.02642
41.10598_29.02147,171.66666666666666,40.0,-95.47333333333334,-200.0,-89.26,642648.0,-14.323333333333332,6.073333333333333,-30.0,-200.0,0.0,-26.29,-36.92,41.10598,29.02147
41.10598_29.02264,81.5,66.28571428571429,-99.70374999999999,-96.80499999999999,-106.1742857142857,645130.6666666666,-12.78375,2.8412500000000005,-27.64,-16.93,3.0,-10.437142857142858,-21.697142857142858,41.10598,29.02264
41.10598_29.02641,68.0,76.0,-85.85428571428572,-103.10285714285716,-94.01428571428572,640704.0,-11.411428571428573,7.165714285714286,-28.752857142857142,-18.064285714285713,59.0,-8.317142857142859,-19.575714285714287,41.10598,29.02641
41.10598_29.02649,110.28571428571429,126.33333333333333,-102.8157142857143,-101.86333333333334,-105.14999999999999,642185.1428571428,-13.23857142857143,1.0728571428571427,-24.55333333333333,-13.753333333333336,55.333333333333336,-3.7983333333333333,-16.088333333333335,41.10598,29.02649
41.10599_29.01541,246.0,0.0,-114.78,-200.0,-200.0,641568.0,-21.69,-10.54,-30.0,-200.0,0.0,-200.0,-30.0,41.10599,29.01541
41.10599_29.0264,68.0,76.0,-90.07,-102.99833333333333,-96.60666666666667,641074.2857142857,-12.126666666666667,4.216666666666667,-25.05333333333333,-14.265,53.5,-7.05,-18.666666666666668,41.10599,29.0264
41.10599_29.02777,76.0,68.0,-70.435,-95.65,-87.86500000000001,640704.0,-10.705,16.445,-34.94,-24.305,53.5,-17.245,-27.955,41.10599,29.02777
41.1059_29.01536,246.0,0.0,-115.74,-200.0,-200.0,642599.5555555555,-22.66,-11.58,-30.0,-200.0,0.0,-200.0,-30.0,41.1059,29.01536
41.1059_29.02132,190.25,40.0,-97.33,-200.0,-86.85,642648.0,-12.2675,5.5875,-30.0,-200.0,0.0,-16.27,-26.99,41.1059,29.02132
41.1059_29.02266,76.88888888888889,39.833333333333336,-97.25666666666666,-92.426,-94.78500000000001,644688.0,-12.547777777777778,3.0700000000000003,-23.857999999999997,-13.022,3.0,-8.713333333333333,-20.065,41.1059,29.022659999999995
41.1059_29.02646,68.0,76.0,-86.63400000000001,-102.926,-96.21600000000001,641136.0,-11.315999999999999,7.942,-27.636000000000003,-16.92,48.0,-9.77,-20.9,41.1059,29.02646
41.1059_29.02779,76.0,68.0,-67.13,-96.22666666666667,-84.18,640704.0,-10.693333333333333,17.026666666666667,-38.605000000000004,-28.983333333333334,51.666666666666664,-17.613333333333333,-28.30666666666667,41.1059,29.02779
41.105_29.01584,0.0,0.0,-200.0,-200.0,-200.0,644662.6666666666,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.105,29.01584
41.105_29.02162,124.5,148.0,-88.50125,-85.7575,-102.48875,642000.0,-11.26,10.2875,-20.955,-9.905,18.0,-8.80375,-19.99875,41.105,29.02162
41.105_29.02292,3.0,16.333333333333332,-75.11333333333333,-87.36666666666667,-85.38333333333333,645684.0,-11.393333333333333,7.033333333333332,-23.646666666666665,-12.790000000000001,49.666666666666664,-10.699999999999998,-21.673333333333332,41.105,29.02292
41.105_29.02497,157.0,3.0,-97.325,-105.66,-95.05,642648.0,-14.475,6.265000000000001,-30.0,-31.44,76.0,-19.5,-30.16,41.105,29.02497
41.105_29.02532,68.0,76.0,-74.91,-200.0,-101.53,642000.0,-10.65,19.94,-30.0,-200.0,0.0,-26.16,-36.79,41.105,29.02532
41.10601_29.02149,78.75,40.0,-75.785,-200.0,-87.58999999999999,641352.0,-11.549999999999999,15.982500000000002,-30.0,-200.0,0.0,-21.566666666666666,-32.21666666666667,41.10601,29.02149
41.10601_29.02263,81.5,67.88888888888889,-99.899,-95.924,-106.6411111111111,645172.3636363636,-13.615,1.781,-29.353999999999996,-18.674,3.0,-11.165555555555555,-22.318888888888885,41.10601,29.022629999999996
41.10601_29.02269,143.0,90.5,-92.405,-107.98,-103.32375,642000.0,-12.120000000000001,4.69,-25.90625,-15.07375,80.5,-9.75875,-21.15625,41.10601,29.02269
