loc_key,UL_NR_UE_PCI_0,UL_NR_UE_Throughput_RLC_UL,UL_NR_UE_Power_Tx_PUSCH_0,UL_App_Throughput_UL,UL_NR_UE_NACK_Rate_UL_0,UL_NR_UE_RSRP_0,UL_NR_UE_Nbr_PCI_0,UL_NR_UE_RSRQ_0,UL_NR_UE_Nbr_RSRP_0,UL_NR_UE_Nbr_RSRQ_0,UL_NR_UE_Nbr_RSRP_1,UL_NR_UE_SINR_0,UL_NR_UE_Nbr_PCI_1,UL_NR_UE_Nbr_RSRQ_1,UL_NR_UE_Timing_Advance,UL_Latitude,UL_Longitude,UL_NR_UE_PCI_0_lat,UL_NR_UE_PCI_0_lon,UL_NR_UE_PCI_0_azimuth,UL_NR_UE_PCI_0_height,UL_NR_UE_Nbr_PCI_0_lat,UL_NR_UE_Nbr_PCI_0_lon,UL_NR_UE_Nbr_PCI_0_azimuth,UL_NR_UE_Nbr_PCI_0_height,UL_NR_UE_Nbr_PCI_1_lat,UL_NR_UE_Nbr_PCI_1_lon,UL_NR_UE_Nbr_PCI_1_azimuth,UL_NR_UE_Nbr_PCI_1_height
41.10591_29.0227,23,15.77,17.5,,0.0,-85.7,3,-13.75,-101.25,-21.5,-87.75,2.7,40,-15.15,,41.10591,29.0227,41.1058417,29.0205028,130.0,6.0,41.1043417,29.0217472,300.0,6.0,41.1070873,29.0226646,260.0,10.0
41.10591_29.02646,68,71271.425,20.299999999999997,46190.61,8.2,-84.6,76,-11.15,-95.8,-20.2,-200.0,9.45,0,-30.0,,41.10591,29.026460000000004,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10592_29.01538,68,570.45,22.2,,11.55,-124.15,53,-17.0,-125.5,-18.35,-122.8,-7.25,76,-15.6,,41.10592,29.015380000000004,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.10592_29.02135,23,97662.58499999999,17.5,77375.3,0.75,-63.6,0,-10.350000000000001,-200.0,-30.0,-200.0,27.299999999999997,0,-30.0,,41.105920000000005,29.02135,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10592_29.02266,40,97566.31,17.5,95175.66500000001,8.875,-82.1,8,-12.125,-91.25,-18.325000000000003,-84.93333333333334,5.7,23,-14.966666666666667,,41.105920000000005,29.02266,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0,41.1058417,29.0205028,130.0,6.0
41.10593_29.02646,68,70196.81,20.2,71757.93,9.5,-85.35,76,-11.3,-91.5,-16.299999999999997,-200.0,8.6,0,-30.0,,41.10593,29.02646,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10594_29.01539,68,649.76,,,,-122.6,40,-16.8,-124.8,-19.4,-121.0,-5.9,76,-15.3,,41.10594,29.01539,41.1054694,29.0278333,255.0,18.0,41.1070873,29.0226646,260.0,10.0,41.1054694,29.0278333,340.0,18.0
41.10594_29.02141,23,104500.935,17.5,107985.81,0.25,-70.55000000000001,0,-10.4,-200.0,-30.0,-200.0,28.65,0,-30.0,,41.10594,29.02141,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10594_29.02265,40,100232.555,17.5,93899.69,8.45,-80.0,3,-11.5,-104.7,-26.5,-86.7,7.9,23,-17.9,,41.10594,29.02265,41.1070873,29.0226646,260.0,10.0,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0
41.10594_29.02646,68,70545.38,20.266666666666666,69738.41,9.0,-86.35,76,-11.25,-91.5,-15.3,-200.0,7.1,0,-30.0,,41.10594,29.02646,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10594_29.02651,68,47066.045,20.45,22146.03,12.5,-93.1,76,-11.2,-97.5,-16.1,-200.0,9.9,0,-30.0,,41.10594,29.02651,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10595_29.02265,40,96336.345,17.5,97433.18,8.75,-81.44999999999999,13,-11.95,-91.95,-18.9,-88.7,7.85,23,-17.3,,41.10595,29.02265,41.1070873,29.0226646,260.0,10.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0
41.10595_29.02645,68,69376.45499999999,20.4,70305.21,10.25,-87.7,76,-11.55,-91.9,-17.1,-200.0,6.2,0,-30.0,,41.10595,29.02645,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10596_29.0154,68,878.75,22.15,,9.05,-122.4,40,-16.6,-120.6,-15.8,-121.8,-5.3,76,-16.0,,41.10596,29.0154,41.1054694,29.0278333,255.0,18.0,41.1070873,29.0226646,260.0,10.0,41.1054694,29.0278333,340.0,18.0
41.10596_29.02265,40,93509.7,17.5,95366.21,9.0,-81.85,23,-12.3,-83.85,-15.100000000000001,-200.0,5.8,0,-30.0,,41.10596,29.02265,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10596_29.02643,68,71722.63500000001,20.0,71353.52,9.25,-83.85,59,-11.600000000000001,-116.75,-21.1,-91.9,6.550000000000001,76,-16.950000000000003,,41.10596,29.02643,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,41.1054694,29.0278333,340.0,18.0
41.10596_29.02644,68,71586.88500000001,19.2,69782.74,9.25,-85.75,76,-11.8,-90.5,-15.4,-200.0,6.35,0,-30.0,,41.10596,29.02644,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10596_29.0265,71,20029.083333333332,21.0,45143.97,8.5,-96.6,63,-17.4,-97.9,-16.299999999999997,-91.7,-5.25,68,-11.5,8.0,41.10596,29.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0
41.10596_29.02778,76,101613.505,17.5,,0.0,-78.85,0,-10.6,-200.0,-30.0,-200.0,19.05,0,-30.0,,41.10596,29.02778,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10597_29.02264,40,95698.025,17.5,96316.3,8.5,-82.15,23,-12.5,-83.45,-14.5,-200.0,7.6,0,-30.0,,41.10597,29.02264,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10597_29.02271,23,2.325,17.5,,0.0,-86.9,21,-14.75,-105.0,-13.2,-81.9,1.1,40,-12.5,,41.10597,29.02271,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,41.1070873,29.0226646,260.0,10.0
41.10597_29.02642,68,70036.955,20.200000000000003,70759.21,8.95,-84.85,67,-11.75,-98.6,-20.7,-89.0,6.25,76,-15.0,,41.10597,29.02642,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.10598_29.02147,23,104426.685,17.5,98087.8,0.0,-66.30000000000001,0,-10.4,-200.0,-30.0,-200.0,29.75,0,-30.0,,41.10598,29.02147,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10598_29.02264,40,103385.515,17.5,95913.18,8.0,-81.45,23,-12.65,-83.6,-14.35,-200.0,7.35,0,-30.0,,41.10598,29.02264,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10598_29.02641,68,64247.270000000004,20.35,71231.38,9.45,-86.3,76,-11.7,-90.25,-15.5,-200.0,7.949999999999999,0,-30.0,,41.10598,29.02641,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10598_29.02649,76,37271.25,20.9,,9.8,-96.5,59,-15.7,-103.9,-19.9,-93.5,-4.6,68,-12.2,,41.10598,29.02649,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,230.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10599_29.0264,68,69950.92,20.35,46714.56,8.25,-85.9,76,-11.5,-91.85,-16.700000000000003,-200.0,6.5,0,-30.0,,41.10599,29.0264,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.1059_29.01536,68,457.14,22.3,,10.399999999999999,-124.0,53,-16.65,-124.4,-17.65,-124.1,-7.199999999999999,76,-17.1,,41.1059,29.01536,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.1059_29.02266,40,92348.775,17.5,96384.05,10.55,-83.7,3,-13.5,-88.95,-17.35,-87.25,6.35,23,-17.65,,41.1059,29.02266,41.1070873,29.0226646,260.0,10.0,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0
41.1059_29.02646,68,69934.655,20.15,70175.55,9.75,-83.2,76,-11.0,-92.5,-16.5,-200.0,9.25,0,-30.0,,41.1059,29.026460000000004,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.1059_29.02779,76,98780.335,17.5,96908.05,0.0,-76.75,0,-10.5,-200.0,-30.0,-200.0,21.25,0,-30.0,,41.1059,29.02779,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.105_29.01584,68,257.095,22.4,0.0,10.25,-123.55,13,-16.25,-125.6,-18.950000000000003,-133.6,-4.95,59,-24.6,,41.105,29.01584,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,40.0,6.0,41.1080861,29.0281222,230.0,6.0
41.105_29.02162,3,111935.22,17.5,127574.96,0.0,-77.4,13,-11.95,-76.25,-13.35,-90.0,6.1,23,-22.200000000000003,,41.105,29.021620000000002,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0
41.105_29.02292,3,92158.225,17.55,71418.39,0.0,-72.0,13,-10.7,-83.45,-16.7,-134.95,11.25,23,-30.0,,41.105,29.02292,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0
41.105_29.02497,68,80991.595,17.6,69783.39,9.8,-78.0,0,-10.4,-200.0,-30.0,-200.0,21.200000000000003,0,-30.0,,41.105,29.02497,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.105_29.02532,68,95731.07,17.5,,9.25,-79.4,3,-10.4,-97.8,-24.0,-200.0,23.8,0,-30.0,,41.105,29.02532,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10601_29.02263,40,95776.16500000001,17.5,96449.51,8.5,-79.05,23,-12.4,-81.6,-14.6,-200.0,6.15,0,-30.0,,41.106010000000005,29.02263,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10601_29.02777,76,108721.45,17.5,116111.21,0.0,-73.3,0,-10.4,-200.0,-30.0,-200.0,22.05,0,-30.0,,41.10601,29.02777,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10602_29.01543,68,678.285,22.15,,11.4,-122.2,76,-15.600000000000001,-123.1,-16.55,-200.0,-2.65,0,-30.0,,41.10602,29.01543,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10602_29.02639,68,64806.995,20.466666666666665,68762.53,9.866666666666667,-87.80000000000001,59,-12.149999999999999,-112.45,-26.4,-95.1,6.65,76,-15.8,,41.10602,29.02639,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,41.1054694,29.0278333,340.0,18.0
41.10603_29.02151,23,96654.305,17.5,72266.43,0.0,-67.19999999999999,0,-10.4,-200.0,-30.0,-200.0,27.95,0,-30.0,,41.10603,29.02151,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10603_29.02262,40,97712.73999999999,17.5,71813.66,4.75,-77.45,23,-11.0,-83.9,-16.35,-200.0,10.05,0,-30.0,,41.10603,29.02262,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10603_29.02639,68,65597.67,20.5,69573.91,8.5,-89.15,67,-12.149999999999999,-97.3,-19.8,-92.6,6.65,76,-15.4,,41.10603,29.026390000000003,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.10603_29.02648,76,25259.97,19.75,,12.9,-94.80000000000001,63,-13.8,-100.9,-16.55,-95.8,-0.4,68,-12.6,,41.10603,29.02648,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0
41.10604_29.02262,40,90184.29000000001,17.6,108446.32,7.7,-78.3,23,-11.65,-83.95,-15.5,-200.0,8.6,0,-30.0,,41.10604,29.02262,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10605_29.02262,40,90392.61,17.55,69783.62,9.0,-77.0,13,-11.05,-88.9,-18.1,-91.8,9.4,23,-21.3,,41.10605,29.02262,41.1070873,29.0226646,260.0,10.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0
41.10605_29.02267,23,5.52,17.5,,0.0,-87.5,40,-15.0,-85.5,-12.7,-200.0,0.3,0,-30.0,,41.10605,29.02267,41.1058417,29.0205028,130.0,6.0,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0
41.10605_29.0264,68,70586.925,20.35,60284.27,8.25,-89.75,59,-12.0,-106.9,-24.700000000000003,-92.80000000000001,5.35,76,-14.65,,41.10605,29.0264,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,41.1054694,29.0278333,340.0,18.0
41.10605_29.02777,76,92779.08,17.5,,0.0,-75.05,0,-10.4,-200.0,-30.0,-200.0,23.65,0,-30.0,,41.10605,29.02777,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10606_29.02262,40,99611.42,17.55,95931.66,6.25,-74.95,3,-11.0,-130.75,-30.0,-84.25,10.95,23,-18.9,,41.10606,29.02262,41.1070873,29.0226646,260.0,10.0,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0
41.10606_29.0264,68,69636.16,20.25,55064.5,9.6,-88.75,76,-11.6,-93.0,-15.8,-200.0,9.1,0,-30.0,,41.10606,29.0264,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10607_29.02262,40,98636.86499999999,17.5,95927.98,9.5,-79.15,13,-11.75,-91.69999999999999,-19.55,-83.5,9.149999999999999,23,-15.7,,41.10607,29.02262,41.1070873,29.0226646,260.0,10.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0
41.10607_29.0264,68,70152.5,20.166666666666668,68786.56,9.166666666666666,-87.0,76,-11.1,-90.4,-16.2,-200.0,8.6,0,-30.0,,41.10607,29.0264,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10608_29.01545,68,1485.145,21.8,,9.45,-119.85,76,-14.399999999999999,-122.65,-16.6,-200.0,-3.05,0,-30.0,,41.10608,29.01545,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10608_29.02156,23,89205.39499999999,17.5,121014.57,11.75,-70.25,0,-10.45,-200.0,-30.0,-200.0,20.85,0,-30.0,,41.10608,29.02156,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10608_29.02267,23,4.42,17.5,,0.5,-87.6,3,-14.8,-88.9,-20.5,-82.8,1.4,40,-13.4,,41.10608,29.02267,41.1058417,29.0205028,130.0,6.0,41.1043417,29.0217472,300.0,6.0,41.1070873,29.0226646,260.0,10.0
41.10609_29.02262,40,103422.475,17.5,117988.29,6.0,-76.35,23,-11.5,-82.75,-15.3,-200.0,10.25,0,-30.0,,41.10609,29.02262,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10609_29.0264,68,67870.35500000001,20.4,70307.3,10.0,-87.3,76,-12.350000000000001,-91.4,-13.899999999999999,-200.0,3.9,0,-30.0,,41.10609,29.0264,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10609_29.02647,76,633.0466666666666,19.75,,1.3,-94.9,68,-12.55,-97.30000000000001,-14.05,-200.0,2.1,0,-30.0,4.0,41.10609,29.02647,41.1054694,29.0278333,340.0,18.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10609_29.02777,76,108895.6,17.5,95922.11,0.0,-74.6,0,-10.4,-200.0,-30.0,-200.0,24.1,0,-30.0,,41.10609,29.027769999999997,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10612_29.01548,68,661.12,22.1,,12.350000000000001,-117.4,76,-14.1,-120.3,-16.1,-200.0,-0.5,0,-30.0,,41.10612,29.01548,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10612_29.02262,40,93164.51999999999,17.6,90886.39,8.0,-78.5,23,-11.4,-83.75,-15.4,-200.0,6.85,0,-30.0,,41.10612,29.02262,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10612_29.02266,23,1.89,17.5,,0.0,-89.6,40,-16.3,-82.2,-12.1,-200.0,-0.1,0,-30.0,,41.10612,29.02266,41.1058417,29.0205028,130.0,6.0,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0
41.10612_29.0264,68,67632.295,20.5,71289.35,8.55,-88.44999999999999,59,-12.55,-100.6,-22.200000000000003,-89.75,8.0,76,-13.65,,41.10612,29.0264,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,41.1054694,29.0278333,340.0,18.0
41.10612_29.02647,74,3489.68,21.05,0.0,8.55,-98.9,68,-15.85,-98.85,-14.55,-107.4,-9.3,57,-12.0,4.0,41.10612,29.02647,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10612_29.02778,76,87273.14,17.6,,0.0,-74.7,0,-10.4,-200.0,-30.0,-200.0,25.1,0,-30.0,,41.10612,29.027779999999996,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10613_29.02159,23,79849.285,17.700000000000003,70766.06,9.5,-80.5,40,-11.05,-95.0,-20.4,-200.0,12.100000000000001,0,-30.0,,41.10613,29.02159,41.1058417,29.0205028,130.0,6.0,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0
41.10613_29.02262,40,88646.845,17.55,94839.05,4.25,-77.35,23,-11.350000000000001,-87.9,-18.4,-200.0,10.7,0,-30.0,,41.10613,29.02262,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10613_29.0264,68,66011.16500000001,20.5,69218.47,9.95,-89.1,76,-13.3,-90.35,-14.05,-200.0,5.0,0,-30.0,,41.10613,29.0264,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10614_29.02261,40,103024.92000000001,17.5,108969.11,3.5,-78.8,23,-10.95,-82.9,-14.85,-200.0,13.4,0,-30.0,,41.10614,29.022610000000004,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10614_29.0264,68,57511.435,20.5,46099.83,9.0,-89.25,76,-13.350000000000001,-89.1,-13.35,-200.0,3.3499999999999996,0,-30.0,,41.10614,29.0264,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10614_29.02647,59,,,,,-103.9,68,-19.4,-97.7,-14.1,-95.8,-7.1,76,-12.3,,41.10614,29.02647,41.1080861,29.0281222,230.0,6.0,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0
41.10614_29.02781,76,12642.58,17.45,15854.74,0.0,-68.6,0,-10.4,-200.0,-30.0,-200.0,27.4,0,-30.0,,41.10614,29.02781,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10615_29.01551,68,869.3499999999999,21.950000000000003,0.0,10.55,-119.19999999999999,76,-14.399999999999999,-120.55,-15.45,-200.0,-2.95,0,-30.0,,41.10615,29.01551,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.10615_29.0264,68,54663.345,20.5,68800.24,9.633333333333333,-87.65,67,-13.45,-92.1,-17.85,-86.6,2.35,76,-12.0,,41.10615,29.0264,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.10616_29.02261,40,97218.70999999999,17.55,83806.06,4.0,-78.9,23,-11.45,-83.9,-15.649999999999999,-200.0,9.95,0,-30.0,,41.10616,29.022610000000004,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10616_29.02265,23,4.38,,,,-85.8,40,-14.8,-83.3,-12.5,-200.0,0.1,0,-30.0,,41.10616,29.02265,41.1058417,29.0205028,130.0,6.0,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0
41.10616_29.0264,68,55774.66,20.5,,7.6,-90.05,59,-15.9,-113.05,-19.6,-85.85,1.5,76,-11.55,,41.10616,29.026400000000002,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,41.1054694,29.0278333,340.0,18.0
41.10616_29.02782,76,29.09,17.5,,0.0,-71.6,0,-10.4,-200.0,-30.0,-200.0,26.2,0,-30.0,,41.10616,29.027820000000002,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10617_29.02261,40,94716.705,17.5,111000.3,0.0,-78.3,23,-11.25,-83.5,-16.299999999999997,-200.0,10.65,0,-30.0,,41.10617,29.022610000000004,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10617_29.02646,59,,,22146.61,,-200.0,0,-30.0,-200.0,-30.0,-200.0,,0,-30.0,,41.10617,29.02646,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10617_29.02784,76,20.509999999999998,17.5,,0.0,-75.35,0,-10.45,-200.0,-30.0,-200.0,25.25,0,-30.0,,41.10617,29.02784,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10618_29.02639,68,51739.815,20.5,48194.27,9.75,-91.35,67,-14.55,-90.94999999999999,-15.5,-90.5,1.1,76,-13.5,,41.10618,29.02639,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.10619_29.01554,68,1384.7,21.75,0.0,10.6,-121.35,40,-15.850000000000001,-127.15,-20.0,-121.4,-2.8,76,-15.3,,41.106190000000005,29.015540000000005,41.1054694,29.0278333,255.0,18.0,41.1070873,29.0226646,260.0,10.0,41.1054694,29.0278333,340.0,18.0
41.10619_29.0216,23,100133.395,17.5,93903.91,6.75,-80.65,40,-11.05,-91.0,-20.7,-200.0,21.9,0,-30.0,,41.106190000000005,29.0216,41.1058417,29.0205028,130.0,6.0,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0
41.10619_29.02261,40,107603.735,17.5,94874.53,0.0,-74.45,23,-11.05,-86.15,-19.200000000000003,-200.0,11.45,0,-30.0,,41.106190000000005,29.022610000000004,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10619_29.02264,35,3.1666666666666665,17.5,,0.0,-89.16666666666667,22,-15.6,-98.33333333333333,-19.099999999999998,-83.7,2.466666666666667,40,-11.7,4.0,41.10619,29.022639999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1070873,29.0226646,260.0,10.0
41.10619_29.02639,68,53652.945,20.5,47177.46,8.0,-90.75,67,-14.5,-95.35,-17.45,-89.9,0.4,76,-12.8,,41.106190000000005,29.02639,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.10619_29.02788,76,4.42,17.5,,0.0,-73.30000000000001,0,-10.4,-200.0,-30.0,-200.0,25.549999999999997,0,-30.0,,41.10619,29.02788,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1061_29.01546,68,1063.61,,606.4633333333334,,-118.9,76,-13.9,-124.3,-17.9,-200.0,-3.2,0,-30.0,,41.1061,29.01546,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.1061_29.02262,40,94412.28,17.5,72795.68,8.75,-77.95,23,-11.7,-84.1,-15.25,-200.0,9.05,0,-30.0,,41.106100000000005,29.02262,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.1061_29.0264,68,67968.83499999999,20.5,69324.13,9.25,-89.5,76,-13.7,-89.15,-13.4,-200.0,8.95,0,-30.0,,41.106100000000005,29.0264,41.1054694,29.0278333,255.0,18.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0
41.1061_29.02778,76,112386.09,17.5,58036.97,0.0,-72.8,0,-10.4,-200.0,-30.0,-200.0,26.9,0,-30.0,,41.1061,29.02778,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10621_29.01555,68,2118.06,,5569.5,,-122.1,40,-16.5,-127.6,-21.4,-119.9,-5.9,76,-14.0,,41.10621,29.01555,41.1054694,29.0278333,255.0,18.0,41.1070873,29.0226646,260.0,10.0,41.1054694,29.0278333,340.0,18.0
41.10621_29.0226,40,87897.16,17.5,93894.29,0.75,-77.6,23,-11.1,-89.9,-20.05,-200.0,11.5,0,-30.0,,41.10621,29.0226,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0
41.10621_29.02639,68,40798.345,20.5,,8.3,-91.95,67,-14.4,-93.0,-17.1,-87.5,1.2999999999999998,76,-12.2,,41.10621,29.026390000000003,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
41.10622_29.0264,68,0.78,18.15,,2.1,-91.1,67,-15.100000000000001,-91.4,-16.45,-83.8,-0.19999999999999996,76,-11.2,,41.10622,29.026400000000002,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,340.0,18.0
