Latitude,Longitude,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6
41.10529,29.02652,68.0,13.0,76.0,3.0,,,,-77.26,-99.74,-101.43,-106.69,,,,-10.66,-33.14,-34.97,-39.02,,,,18.72,-22.5,-24.33,-28.39,,,
41.10529,29.02652,68.0,13.0,76.0,3.0,,,,-76.84,-98.56,-103.91,-109.05,,,,-10.66,-32.36,-38.47,,,,,19.32,-21.71,-27.85,-29.64,,,
41.10529,29.02652,68.0,76.0,13.0,3.0,23.0,,,-78.37,-103.48,-103.74,-107.36,-113.99,,,-10.65,-35.77,-36.0,-39.72,,,,20.25,-25.14,-25.37,-29.09,-32.53,,
41.10529,29.02652,68.0,76.0,3.0,13.0,,,,-78.09,-103.36,-104.46,-107.06,,,,-10.64,-35.88,-36.97,-39.57,,,,20.82,-25.25,-26.34,-28.95,,,
41.1053,29.02653,68.0,76.0,3.0,13.0,,,,-72.92,-98.49,-105.66,-106.74,,,,-10.63,-35.34,,,,,,23.81,-24.71,-31.33,-32.36,,,
41.1053,29.02653,68.0,76.0,3.0,,,,,-80.66,-105.0,-107.28,,,,,-10.68,-35.03,-37.29,,,,,18.34,-24.39,-26.67,,,,
41.1053,29.02653,68.0,76.0,3.0,13.0,,,,-73.28,-98.36,-102.27,-103.44,,,,-10.64,-35.71,-39.61,,,,,22.24,-25.08,-28.98,-30.16,,,
41.1053,29.02653,68.0,76.0,3.0,13.0,,,,-72.76,-98.92,-104.55,-106.17,,,,-10.62,-37.11,,,,,,23.98,-26.5,-30.87,-33.0,,,
41.1053,29.02653,68.0,76.0,3.0,13.0,,,,-74.14,-101.73,-102.33,-103.59,,,,-10.63,-37.94,-37.26,-36.4,,,,23.42,-27.31,-26.63,-25.78,,,
41.1053,29.02653,68.0,76.0,3.0,13.0,,,,-74.5,-97.03,-112.03,-113.34,,,,-10.63,-33.18,,,,,,21.77,-22.53,-34.51,-34.71,,,
41.10531,29.02654,68.0,76.0,3.0,,,,,-77.75,-101.56,-112.76,,,,,-10.63,-34.47,,,,,,22.58,-23.83,-31.96,,,,
41.10531,29.02654,68.0,76.0,3.0,13.0,,,,-73.97,-94.37,-110.06,-114.05,,,,-10.65,-31.05,,,,,,20.14,-20.39,-36.13,,,,
41.10531,29.02654,68.0,76.0,,,,,,-72.76,-99.25,,,,,,-10.62,-37.22,,,,,,25.73,-26.6,,,,,
41.10531,29.02654,68.0,76.0,3.0,,,,,-73.7,-101.41,-108.29,,,,,-10.62,-37.46,-39.54,,,,,26.19,-26.83,-28.93,,,,
41.10531,29.02654,68.0,76.0,3.0,,,,,-75.28,-98.48,-109.0,,,,,-10.63,-33.74,,,,,,22.8,-23.1,-31.43,,,,
41.10531,29.02654,68.0,76.0,3.0,13.0,,,,-78.9,-104.07,-107.21,-116.03,,,,-10.63,-36.04,-39.96,,,,,22.32,-25.41,-29.34,-32.38,,,
41.10532,29.02654,68.0,76.0,3.0,,,,,-74.34,-101.82,-111.79,,,,,-10.62,-37.07,,,,,,25.06,-26.44,-32.99,,,,
41.10532,29.02654,68.0,76.0,3.0,,,,,-69.63,-98.22,-109.16,,,,,-10.62,-39.21,,,,,,27.52,-28.59,-39.52,,,,
41.10532,29.02654,68.0,76.0,,,,,,-68.8,-98.19,,,,,,-10.62,,,,,,,28.35,-29.89,,,,,
41.10532,29.02654,68.0,76.0,3.0,,,,,-74.58,-100.13,-108.82,,,,,-10.62,-35.81,,,,,,24.71,-25.18,-33.65,,,,
41.10532,29.02654,68.0,76.0,13.0,,,,,-73.81,-98.66,-111.6,,,,,-10.62,-34.42,-39.01,,,,,24.25,-23.79,-28.35,,,,
41.10532,29.02654,68.0,76.0,3.0,,,,,-74.59,-101.97,-108.3,,,,,-10.62,-36.74,,,,,,25.17,-26.12,-30.11,,,,
41.10533,29.02654,68.0,76.0,3.0,,,,,-74.55,-101.22,-108.54,,,,,-10.62,-37.9,,,,,,25.36,-27.29,-31.31,,,,
41.10533,29.02654,68.0,76.0,3.0,13.0,,,,-83.39,-100.66,-112.24,-113.66,,,,-10.7,-25.47,-37.04,-35.52,,,,16.39,-14.7,-26.42,-24.86,,,
41.10533,29.02654,68.0,76.0,3.0,13.0,,,,-86.65,-101.66,-115.07,-116.26,,,,-10.78,-25.79,-39.18,,,,,14.01,-15.04,-28.55,-29.64,,,
41.10533,29.02654,68.0,76.0,3.0,,,,,-77.22,-100.45,-110.17,,,,,-10.63,-32.71,,,,,,22.48,-22.07,-30.35,,,,
41.10533,29.02654,68.0,76.0,3.0,,,,,-74.83,-98.06,-106.95,,,,,-10.63,-33.47,,,,,,22.79,-22.83,-31.14,,,,
41.10533,29.02654,68.0,76.0,3.0,,,,,-76.65,-100.38,-107.98,,,,,-10.63,-34.77,-39.72,,,,,23.15,-24.14,-29.1,,,,
41.10534,29.02654,68.0,76.0,3.0,,,,,-74.34,-103.39,-112.78,,,,,-10.62,-39.77,,,,,,27.03,-29.14,-33.28,,,,
41.10534,29.02654,68.0,76.0,3.0,13.0,,,,-74.42,-99.85,-112.58,-116.06,,,,-10.62,-35.21,-38.38,-39.79,,,,24.45,-24.58,-27.75,-29.16,,,
41.10534,29.02654,68.0,76.0,3.0,13.0,,,,-72.75,-99.99,-112.13,-117.39,,,,-10.62,-37.86,,,,,,26.14,-27.25,-39.39,,,,
41.10534,29.02654,68.0,76.0,3.0,,,,,-76.28,-98.9,-110.22,,,,,-10.63,-33.11,,,,,,22.33,-22.48,-35.69,,,,
41.10534,29.02654,68.0,76.0,,,,,,-70.54,-97.53,,,,,,-10.62,-37.56,,,,,,26.19,-26.93,,,,,
41.10535,29.02654,68.0,76.0,,,,,,-70.81,-95.97,,,,,,-10.62,-36.61,,,,,,24.55,-25.99,,,,,
41.10535,29.02654,68.0,76.0,,,,,,-70.67,-95.84,,,,,,-10.62,-35.79,,,,,,24.51,-25.17,,,,,
41.10535,29.02654,68.0,76.0,,,,,,-71.16,-96.17,,,,,,-10.62,-35.64,,,,,,24.8,-25.01,,,,,
41.10535,29.02654,68.0,76.0,,,,,,-73.56,-96.12,,,,,,-10.63,-32.82,,,,,,21.7,-22.18,,,,,
41.10535,29.02654,68.0,76.0,3.0,,,,,-72.95,-100.27,-113.43,,,,,-10.63,-37.95,,,,,,23.68,-27.33,,,,,
41.10535,29.02654,68.0,76.0,3.0,,,,,-76.31,-99.06,-108.34,,,,,-10.64,-33.53,,,,,,21.65,-22.89,-29.94,,,,
41.10536,29.02654,68.0,76.0,3.0,,,,,-72.4,-97.64,-107.05,,,,,-10.62,-35.19,,,,,,24.73,-24.55,-34.52,,,,
41.10536,29.02654,68.0,76.0,3.0,,,,,-72.08,-97.46,-106.19,,,,,-10.62,-35.76,,,,,,24.54,-25.13,-32.28,,,,
41.10536,29.02654,68.0,76.0,3.0,,,,,-71.34,-95.22,-106.51,,,,,-10.63,-34.69,,,,,,23.87,-24.06,-36.54,,,,
41.10536,29.02654,68.0,76.0,,,,,,-68.13,-93.39,,,,,,-10.62,-35.89,,,,,,24.86,-25.26,,,,,
41.10536,29.02654,68.0,76.0,,,,,,-70.04,-92.85,,,,,,-10.64,-33.45,,,,,,22.67,-22.81,,,,,
41.10536,29.02654,68.0,76.0,3.0,,,,,-74.06,-95.2,-113.44,,,,,-10.65,-31.79,,,,,,20.78,-21.14,-30.15,,,,
41.10538,29.02654,68.0,76.0,3.0,,,,,-69.7,-93.57,-110.38,,,,,-10.62,-35.22,,,,,,23.86,-24.58,-31.57,,,,
41.10538,29.02654,68.0,76.0,,,,,,-68.12,-94.23,,,,,,-10.62,-36.24,,,,,,25.63,-25.61,,,,,
41.10538,29.02654,68.0,76.0,,,,,,-68.95,-94.18,,,,,,-10.62,-35.95,,,,,,24.78,-25.32,,,,,
41.10538,29.02654,68.0,76.0,3.0,13.0,,,,-69.47,-95.43,-111.06,-113.77,,,,-10.62,-35.86,,,,,,25.94,-25.24,-31.26,-32.42,,,
41.10538,29.02654,68.0,76.0,,,,,,-67.28,-92.45,,,,,,-10.62,-36.2,,,,,,25.88,-25.57,,,,,
41.10538,29.02654,68.0,76.0,,,,,,-66.88,-95.14,,,,,,-10.62,-38.42,,,,,,27.42,-27.79,,,,,
41.10538,29.02654,68.0,76.0,,,,,,-68.08,-93.02,,,,,,-10.63,-35.57,,,,,,24.6,-24.94,,,,,
41.10538,29.02654,68.0,76.0,,,,,,-66.84,-93.59,,,,,,-10.61,-37.84,,,,,,27.34,-27.22,,,,,
41.10538,29.02654,68.0,76.0,,,,,,-68.2,-93.44,,,,,,-10.62,-35.42,,,,,,24.78,-24.79,,,,,
41.10538,29.02654,68.0,76.0,,,,,,-65.66,-93.94,,,,,,-10.62,-38.95,,,,,,27.24,-28.33,,,,,
41.10538,29.02654,68.0,76.0,,,,,,-67.86,-93.07,,,,,,-10.62,-36.85,,,,,,25.9,-26.23,,,,,
41.1054,29.02653,68.0,76.0,,,,,,-67.11,-94.75,,,,,,-10.62,-37.7,,,,,,27.27,-27.07,,,,,
41.1054,29.02653,68.0,76.0,,,,,,-67.7,-98.49,,,,,,-10.61,,,,,,,30.35,-31.18,,,,,
41.1054,29.02653,68.0,76.0,,,,,,-64.09,-98.47,,,,,,-10.62,,,,,,,31.22,-34.38,,,,,
41.1054,29.02653,68.0,76.0,,,,,,-67.05,-97.21,,,,,,-10.62,,,,,,,28.55,-30.21,,,,,
41.1054,29.02653,68.0,76.0,,,,,,-66.66,-96.94,,,,,,-10.61,-39.96,,,,,,29.02,-29.34,,,,,
41.1054,29.02653,68.0,76.0,,,,,,-65.94,-97.68,,,,,,-10.61,,,,,,,30.5,-30.19,,,,,
41.10541,29.02653,68.0,76.0,,,,,,-65.98,-95.01,,,,,,-10.61,-37.6,,,,,,30.24,-26.97,,,,,
41.10541,29.02653,68.0,76.0,,,,,,-67.48,-93.69,,,,,,-10.62,-37.03,,,,,,25.97,-26.4,,,,,
41.10541,29.02653,68.0,76.0,,,,,,-67.73,-95.47,,,,,,-10.62,-38.35,,,,,,26.78,-27.73,,,,,
41.10541,29.02653,68.0,76.0,,,,,,-65.56,-93.75,,,,,,-10.61,-37.74,,,,,,27.95,-27.11,,,,,
41.10541,29.02653,68.0,76.0,,,,,,-65.05,-94.75,,,,,,-10.61,,,,,,,29.32,-29.7,,,,,
41.10541,29.02653,68.0,76.0,,,,,,-64.7,-91.95,,,,,,-10.62,-38.61,,,,,,28.25,-27.99,,,,,
41.10542,29.02653,68.0,76.0,,,,,,-67.5,-97.11,,,,,,-10.62,-39.68,,,,,,28.16,-29.06,,,,,
41.10542,29.02653,68.0,76.0,,,,,,-66.95,-96.59,,,,,,-10.61,-39.47,,,,,,28.42,-28.86,,,,,
41.10542,29.02653,68.0,76.0,,,,,,-66.84,-94.56,,,,,,-10.62,-38.25,,,,,,27.5,-27.62,,,,,
41.10542,29.02653,68.0,,,,,,,-65.68,,,,,,,-10.62,,,,,,,30.8,,,,,,
41.10542,29.02653,68.0,76.0,,,,,,-65.43,-95.46,,,,,,-10.61,-39.99,,,,,,29.84,-29.37,,,,,
41.10542,29.02653,68.0,76.0,,,,,,-66.17,-93.72,,,,,,-10.62,-38.57,,,,,,27.07,-27.94,,,,,
41.10543,29.02653,68.0,76.0,,,,,,-69.29,-94.63,,,,,,-10.62,-35.61,,,,,,24.67,-24.98,,,,,
41.10543,29.02653,68.0,76.0,,,,,,-67.05,-97.99,,,,,,-10.61,,,,,,,29.55,-30.84,,,,,
41.10543,29.02653,68.0,76.0,3.0,,,,,-71.3,-95.75,-108.86,,,,,-10.63,-34.51,,,,,,23.75,-23.87,-31.57,,,,
41.10543,29.02653,68.0,76.0,,,,,,-65.36,-95.37,,,,,,-10.61,-39.7,,,,,,29.03,-29.08,,,,,
41.10543,29.02653,68.0,76.0,,,,,,-72.64,-101.73,,,,,,-10.62,-38.58,,,,,,27.55,-27.96,,,,,
41.10544,29.02653,68.0,76.0,,,,,,-74.39,-95.88,,,,,,-10.64,-31.95,,,,,,20.85,-21.3,,,,,
41.10544,29.02653,68.0,76.0,,,,,,-73.48,-96.19,,,,,,-10.64,-33.34,,,,,,22.29,-22.7,,,,,
41.10544,29.02653,68.0,76.0,,,,,,-72.62,-93.66,,,,,,-10.64,-32.04,,,,,,21.01,-21.4,,,,,
41.10544,29.02653,68.0,76.0,,,,,,-70.14,-96.28,,,,,,-10.62,-36.4,,,,,,24.96,-25.78,,,,,
41.10544,29.02653,68.0,76.0,,,,,,-74.81,-93.43,,,,,,-10.65,-29.23,,,,,,19.71,-18.55,,,,,
41.10544,29.02653,68.0,76.0,,,,,,-69.92,-94.49,,,,,,-10.62,-34.9,,,,,,23.97,-24.28,,,,,
41.10545,29.02653,68.0,76.0,,,,,,-70.11,-94.0,,,,,,-10.63,-34.36,,,,,,23.4,-23.73,,,,,
41.10545,29.02653,68.0,76.0,,,,,,-68.98,-95.25,,,,,,-10.63,-36.9,,,,,,25.3,-26.28,,,,,
41.10545,29.02653,68.0,76.0,,,,,,-71.48,-93.96,,,,,,-10.63,-33.11,,,,,,21.92,-22.47,,,,,
41.10545,29.02653,68.0,76.0,,,,,,-68.17,-90.77,,,,,,-10.63,-33.24,,,,,,22.3,-22.6,,,,,
41.10545,29.02653,68.0,76.0,,,,,,-69.2,-91.75,,,,,,-10.63,-33.22,,,,,,21.97,-22.58,,,,,
41.10547,29.02653,68.0,76.0,,,,,,-68.5,-91.35,,,,,,-10.63,-32.79,,,,,,22.36,-22.15,,,,,
41.10547,29.02653,68.0,76.0,,,,,,-68.18,-93.46,,,,,,-10.63,-35.88,,,,,,23.88,-25.25,,,,,
41.10547,29.02653,68.0,76.0,,,,,,-71.04,-95.13,,,,,,-10.63,-34.85,,,,,,23.46,-24.21,,,,,
41.10547,29.02653,68.0,76.0,,,,,,-67.81,-94.43,,,,,,-10.63,-37.26,,,,,,24.28,-26.63,,,,,
41.10547,29.02653,68.0,76.0,,,,,,-70.77,-94.06,,,,,,-10.63,-33.99,,,,,,23.17,-23.35,,,,,
41.10547,29.02653,68.0,76.0,,,,,,-74.11,-95.08,,,,,,-10.65,-31.58,,,,,,20.43,-20.92,,,,,
41.10548,29.02653,68.0,76.0,,,,,,-74.23,-95.34,,,,,,-10.65,-31.9,,,,,,20.43,-21.25,,,,,
41.10548,29.02653,68.0,76.0,,,,,,-73.47,-93.49,,,,,,-10.66,-30.62,,,,,,19.42,-19.95,,,,,
41.10548,29.02653,68.0,76.0,3.0,,,,,-73.44,-91.5,-108.69,,,,,-10.68,-28.75,,,,,,17.85,-18.05,-35.45,,,,
41.10548,29.02653,68.0,76.0,,,,,,-74.34,-94.25,,,,,,-10.65,-29.28,,,,,,19.78,-18.61,,,,,
41.10548,29.02653,68.0,76.0,,,,,,-77.41,-92.18,,,,,,-10.76,-25.53,,,,,,14.59,-14.77,,,,,
41.10548,29.02653,68.0,76.0,3.0,,,,,-74.98,-93.64,-111.44,,,,,-10.67,-29.32,,,,,,18.3,-18.64,-32.72,,,,
41.10548,29.02653,68.0,76.0,,,,,,-74.54,-92.76,,,,,,-10.68,-28.85,,,,,,17.75,-18.17,,,,,
41.10549,29.02653,68.0,76.0,,,,,,-73.0,-92.87,,,,,,-10.65,-27.16,,,,,,20.14,-16.45,,,,,
41.10549,29.02653,68.0,76.0,3.0,,,,,-76.68,-93.12,-109.79,,,,,-10.71,-27.15,,,,,,16.09,-16.43,-33.27,,,,
41.10549,29.02653,68.0,76.0,3.0,,,,,-79.22,-93.74,-112.65,,,,,-10.77,-25.31,,,,,,14.06,-14.54,-34.27,,,,
41.10549,29.02653,68.0,76.0,,,,,,-75.34,-93.85,,,,,,-10.68,-29.18,,,,,,17.84,-18.5,,,,,
41.10549,29.02653,68.0,76.0,,,,,,-73.34,-91.78,,,,,,-10.68,-29.31,,,,,,18.05,-18.64,,,,,
41.10551,29.02653,68.0,76.0,,,,,,-74.63,-94.28,,,,,,-10.66,-30.14,,,,,,19.53,-19.47,,,,,
41.10551,29.02653,68.0,76.0,,,,,,-72.73,-91.53,,,,,,-10.67,-29.14,,,,,,18.55,-18.46,,,,,
41.10551,29.02653,68.0,76.0,,,,,,-71.45,-91.19,,,,,,-10.66,-30.39,,,,,,19.44,-19.73,,,,,
41.10551,29.02653,68.0,76.0,3.0,,,,,-73.14,-91.91,-110.05,,,,,-10.67,-29.38,-39.27,,,,,18.79,-18.7,-28.64,,,,
41.10551,29.02653,68.0,76.0,3.0,,,,,-72.65,-91.74,-108.23,,,,,-10.67,-29.77,-39.51,,,,,18.73,-19.1,-28.89,,,,
41.10552,29.02653,68.0,76.0,,,,,,-72.15,-90.77,,,,,,-10.67,-29.29,,,,,,18.41,-18.62,,,,,
41.10552,29.02653,68.0,76.0,,,,,,-72.61,-92.9,,,,,,-10.65,-30.98,,,,,,19.73,-20.32,,,,,
41.10552,29.02653,68.0,76.0,,,,,,-71.61,-92.85,,,,,,-10.65,-31.89,,,,,,20.74,-21.24,,,,,
41.10552,29.02653,68.0,76.0,,,,,,-73.68,-92.24,,,,,,-10.67,-29.24,,,,,,18.26,-18.55,,,,,
41.10552,29.02653,68.0,76.0,,,,,,-74.16,-93.62,,,,,,-10.66,-30.13,,,,,,19.01,-19.46,,,,,
41.10552,29.02653,68.0,76.0,,,,,,-73.65,-91.74,,,,,,-10.69,-28.73,,,,,,17.47,-18.05,,,,,
41.10553,29.02653,68.0,76.0,,,,,,-72.92,-91.04,,,,,,-10.68,-28.81,,,,,,17.73,-18.13,,,,,
41.10553,29.02653,68.0,76.0,,,,,,-75.51,-91.38,,,,,,-10.73,-26.6,,,,,,15.78,-15.87,,,,,
41.10553,29.02653,68.0,76.0,,,,,,-72.33,-91.23,,,,,,-10.67,-29.66,,,,,,18.52,-18.98,,,,,
41.10553,29.02653,68.0,76.0,,,,,,-72.45,-92.12,,,,,,-10.66,-30.33,,,,,,19.3,-19.67,,,,,
41.10553,29.02653,68.0,76.0,3.0,,,,,-74.43,-90.68,-105.84,,,,,-10.72,-26.97,,,,,,15.96,-16.25,-29.88,,,,
41.10553,29.02653,68.0,76.0,3.0,,,,,-73.27,-93.33,-109.06,,,,,-10.66,-30.73,,,,,,19.47,-20.07,-35.36,,,,
41.10554,29.02653,68.0,76.0,3.0,,,,,-75.62,-94.07,-111.15,,,,,-10.68,-29.14,,,,,,17.98,-18.46,-32.67,,,,
41.10554,29.02653,68.0,76.0,3.0,,,,,-77.27,-92.27,-106.21,,,,,-10.76,-25.76,-39.67,,,,,14.58,-15.0,-29.04,,,,
41.10554,29.02653,68.0,76.0,3.0,,,,,-76.95,-96.52,-109.24,,,,,-10.67,-30.23,,,,,,18.51,-19.55,-32.32,,,,
41.10554,29.02653,68.0,76.0,3.0,,,,,-74.34,-93.31,-109.74,,,,,-10.67,-29.75,,,,,,18.53,-19.07,-32.63,,,,
41.10554,29.02653,68.0,76.0,3.0,,,,,-75.63,-92.32,-109.09,,,,,-10.71,-27.4,,,,,,16.3,-16.69,-32.28,,,,
41.10554,29.02653,68.0,76.0,3.0,,,,,-75.47,-94.57,-107.67,,,,,-10.67,-30.13,,,,,,18.42,-19.46,-32.4,,,,
41.10556,29.02653,68.0,76.0,,,,,,-77.2,-92.47,,,,,,-10.74,-26.02,,,,,,14.94,-15.27,,,,,
41.10556,29.02653,68.0,76.0,,,,,,-77.42,-94.54,,,,,,-10.7,-28.29,,,,,,16.77,-17.6,,,,,
41.10556,29.02653,68.0,76.0,,,,,,-78.75,-95.38,,,,,,-10.72,-27.36,,,,,,15.83,-16.64,,,,,
41.10556,29.02653,68.0,76.0,3.0,,,,,-75.93,-93.23,-108.6,,,,,-10.69,-28.01,,,,,,16.97,-17.3,-30.33,,,,
41.10556,29.02653,68.0,76.0,,,,,,-75.29,-94.33,,,,,,-10.66,-29.65,,,,,,18.68,-18.98,,,,,
41.10556,29.02653,68.0,76.0,3.0,,,,,-78.7,-94.9,-111.34,,,,,-10.71,-26.35,,,,,,16.09,-15.61,-30.98,,,,
41.10557,29.02652,68.0,76.0,3.0,,,,,-77.05,-94.51,-107.54,,,,,-10.7,-28.19,,,,,,16.77,-17.48,-30.48,,,,
41.10557,29.02652,68.0,76.0,3.0,,,,,-76.9,-96.0,-106.04,,,,,-10.68,-28.59,,,,,,17.86,-17.89,-29.52,,,,
41.10557,29.02652,68.0,76.0,3.0,,,,,-76.01,-93.64,-107.74,,,,,-10.69,-28.33,,,,,,17.09,-17.63,-31.09,,,,
41.10557,29.02652,68.0,76.0,3.0,,,,,-77.12,-96.79,-107.26,,,,,-10.66,-30.35,,,,,,19.09,-19.68,-32.04,,,,
41.10557,29.02652,68.0,76.0,,,,,,-83.18,-97.22,,,,,,-10.8,-24.83,,,,,,13.54,-14.05,,,,,
41.10557,29.02652,68.0,76.0,3.0,,,,,-75.81,-91.97,-106.38,,,,,-10.72,-26.88,-39.82,,,,,15.79,-16.16,-29.2,,,,
41.10558,29.02652,68.0,76.0,3.0,,,,,-74.67,-94.51,-108.83,,,,,-10.66,-30.51,,,,,,19.32,-19.85,-33.72,,,,
41.10558,29.02652,68.0,76.0,3.0,,,,,-74.56,-93.56,-107.63,,,,,-10.67,-29.81,,,,,,18.75,-19.14,-32.54,,,,
41.10558,29.02652,68.0,76.0,,,,,,-74.98,-92.18,,,,,,-10.69,-28.21,,,,,,16.93,-17.52,,,,,
41.10558,29.02652,68.0,76.0,3.0,,,,,-75.04,-94.31,-108.87,,,,,-10.66,-29.94,,,,,,18.91,-19.27,-32.99,,,,
41.10558,29.02652,68.0,76.0,,,,,,-76.0,-93.33,,,,,,-10.7,-28.03,,,,,,16.86,-17.32,,,,,
41.10558,29.02652,68.0,76.0,,,,,,-77.13,-93.74,,,,,,-10.71,-27.34,,,,,,16.16,-16.62,,,,,
41.1056,29.02652,68.0,76.0,,,,,,-76.28,-96.26,,,,,,-10.66,-30.64,,,,,,19.27,-19.98,,,,,
41.1056,29.02652,68.0,76.0,3.0,,,,,-75.98,-93.93,-108.65,,,,,-10.68,-28.42,,,,,,17.7,-17.73,-31.75,,,,
41.1056,29.02652,68.0,76.0,3.0,,,,,-80.2,-93.15,-110.55,,,,,-10.83,-23.8,-39.4,,,,,12.71,-12.97,-28.79,,,,
41.1056,29.02652,68.0,76.0,3.0,,,,,-79.48,-95.66,-110.14,,,,,-10.71,-26.79,,,,,,16.21,-16.07,-31.25,,,,
41.10561,29.02652,68.0,76.0,3.0,,,,,-79.8,-95.14,-109.77,,,,,-10.73,-26.33,,,,,,15.52,-15.59,-30.24,,,,
41.10561,29.02652,68.0,76.0,,,,,,-79.5,-96.82,,,,,,-10.7,-28.02,,,,,,16.68,-17.32,,,,,
41.10561,29.02652,68.0,76.0,3.0,,,,,-80.98,-95.91,-111.71,,,,,-10.75,-25.68,,,,,,14.72,-14.92,-30.79,,,,
41.10561,29.02652,68.0,76.0,3.0,,,,,-82.16,-96.87,-114.06,,,,,-10.78,-25.49,,,,,,14.02,-14.73,-31.08,,,,
41.10561,29.02652,68.0,76.0,3.0,,,,,-77.62,-95.36,-110.69,,,,,-10.69,-28.43,,,,,,17.14,-17.73,-34.28,,,,
41.10563,29.02652,68.0,76.0,3.0,,,,,-77.31,-94.25,-109.65,,,,,-10.7,-27.64,,,,,,16.48,-16.94,-31.56,,,,
41.10563,29.02652,68.0,76.0,3.0,,,,,-79.44,-96.04,-110.87,,,,,-10.71,-27.31,,,,,,16.22,-16.6,-30.29,,,,
41.10563,29.02652,68.0,76.0,3.0,,,,,-78.89,-93.95,-110.49,,,,,-10.75,-25.82,,,,,,14.73,-15.07,-31.26,,,,
41.10563,29.02652,68.0,76.0,3.0,,,,,-80.05,-95.26,-111.65,,,,,-10.75,-25.96,,,,,,14.84,-15.21,-32.44,,,,
41.10563,29.02652,68.0,76.0,59.0,,,,,-75.95,-104.55,-113.75,,,,,-10.63,-39.22,,,,,,23.78,-28.61,-37.82,,,,
41.10563,29.02652,68.0,76.0,3.0,,,,,-78.06,-96.26,-109.1,,,,,-10.68,-28.89,,,,,,17.93,-18.2,-30.02,,,,
41.10564,29.02652,68.0,76.0,3.0,,,,,-81.7,-97.31,-112.73,,,,,-10.74,-26.36,-38.81,,,,,14.99,-15.62,-28.18,,,,
41.10564,29.02652,68.0,76.0,3.0,,,,,-80.16,-96.46,-108.36,,,,,-10.72,-27.03,-38.65,,,,,15.7,-16.3,-28.03,,,,
41.10564,29.02652,68.0,76.0,3.0,,,,,-81.45,-95.19,-108.67,,,,,-10.79,-24.62,-38.29,,,,,13.6,-13.83,-27.67,,,,
41.10564,29.02652,68.0,76.0,3.0,,,,,-79.86,-93.94,-112.92,,,,,-10.79,-24.88,,,,,,13.81,-14.09,-31.02,,,,
41.10564,29.02652,68.0,76.0,,,,,,-80.06,-92.33,,,,,,-10.87,-23.14,,,,,,12.06,-12.27,,,,,
41.10564,29.02652,68.0,76.0,3.0,,,,,-75.9,-94.76,-107.81,,,,,-10.67,-29.54,,,,,,18.34,-18.86,-32.22,,,,
41.10565,29.02652,68.0,76.0,3.0,,,,,-79.22,-91.36,-111.48,,,,,-10.85,-22.76,,,,,,12.35,-11.87,-32.89,,,,
41.10565,29.02652,68.0,76.0,3.0,,,,,-76.78,-92.31,-108.49,,,,,-10.73,-26.27,,,,,,15.21,-15.53,-29.49,,,,
41.10565,29.02652,68.0,76.0,,,,,,-79.03,-95.52,,,,,,-10.71,-27.21,,,,,,16.07,-16.5,,,,,
41.10565,29.02652,68.0,76.0,3.0,,,,,-79.28,-96.82,-112.17,,,,,-10.69,-28.5,,,,,,17.18,-17.8,-34.01,,,,
41.10566,29.02651,68.0,76.0,3.0,,,,,-82.75,-91.88,-114.47,,,,,-11.14,-20.28,,,,,,8.81,-9.16,-31.37,,,,
41.10566,29.02651,68.0,76.0,3.0,,,,,-82.26,-96.51,-110.46,,,,,-10.8,-25.06,-38.5,,,,,13.42,-14.29,-27.87,,,,
41.10566,29.02651,68.0,76.0,3.0,,,,,-78.51,-97.11,-108.65,,,,,-10.67,-29.28,,,,,,17.95,-18.61,-30.47,,,,
41.10566,29.02651,68.0,76.0,3.0,,,,,-82.04,-98.33,-114.51,,,,,-10.73,-27.02,,,,,,15.44,-16.3,-30.07,,,,
